Description,Variables,value,unit,,,,6
Counter of vehicle movement state at (Forward),vavdyr_cnt_ops_vehmotionstate[x]_[2],711,Forward,0133685_2020-8-7-21-33-56,,,
Counter of vehicle movement state at (Invalid),vavdyr_cnt_ops_vehmotionstate[x]_[4],0,Invalid,0133685_2020-8-7-21-33-56,,,
Counter of vehicle movement state at (Neutral),vavdyr_cnt_ops_vehmotionstate[x]_[1],1,Neutral,0133685_2020-8-7-21-33-56,,,
Counter of vehicle movement state at (Parked),vavdyr_cnt_ops_vehmotionstate[x]_[0],70,Parked,0133685_2020-8-7-21-33-56,,,
Counter of vehicle movement state at (Reverse),vavdyr_cnt_ops_vehmotionstate[x]_[3],0,Reversed,0133685_2020-8-7-21-33-56,,,
Driver Alert Type Customization Current Setting value at key on,venvar_e_ops_alrtdrvrslctdkeyon,2,$0 = SettingUnknow $1 = Chime $2 = Seat,0133685_2020-8-7-21-33-56,,,
Forward Collision Alert Gap Setting at key on,vefimr_e_ops_fca_gapsetkeyon,0,$0 = Far $1 = Medium $2 = Near $3 = Off $4 = Unknown $5=Faulted,0133685_2020-8-7-21-33-56,,,
Forward Impact Mitigation Operation Select Customization Current Setting Value at key on,vefimr_e_ops_cps_cursetkeyon,3,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,0133685_2020-8-7-21-33-56,,,
Front PCM Response Type Customization Current Setting Value at key on,vepcmr_e_ops_cursetvaluekeyon,3,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,0133685_2020-8-7-21-33-56,,,
Go Notifier Customization Current Setting Value at key on,vefsrr_e_ops_gonocustomkeyon,2,$0=SettingUnknown $1=Off $2=On,0133685_2020-8-7-21-33-56,,,
Lane Change Alert Customization Current Setting Value at key on,verimr_e_ops_lca_custstkeyon,2,$0=Setting_Unknown $1=Off $2=On,0133685_2020-8-7-21-33-56,,,
Lateral Assist Customer Selection Status at key on,veldfr_e_ops_ltrlasststkeyon,0,$0 = Off $1 = LDW $2 = LKA $3 = HoLF,0133685_2020-8-7-21-33-56,,,
Outside Air Temperature Key OFF,veoatr_t_ops_tempkeyoff,28.40625,deg C (KeyOff),0133685_2020-8-7-21-33-56,,,
Outside Air Temperature Key ON,veoatr_t_ops_tempkeyon,26.4375,deg C (KeyOn),0133685_2020-8-7-21-33-56,,,
Outside Air Temperature Max,veoatr_t_maxtempthiskeyon,28.40625,deg C (Max),0133685_2020-8-7-21-33-56,,,
Outside Air Temperature Min,veoatr_t_mintempthiskeyon,26.4375,deg C (Min),0133685_2020-8-7-21-33-56,,,
Positioning System Latitude at Key OFF,vegpsr_phi_ops_latitudekeyoff,38.46820056,deg (Lat KeyOff),0133685_2020-8-7-21-33-56,,,
Positioning System Latitude at Key ON,vegpsr_phi_ops_latitudekeyon,38.47484833,deg (Lat KeyOn),0133685_2020-8-7-21-33-56,,,
Positioning System Longitude at Key OFF,vegpsr_phi_ops_longitudekeyoff,-77.38071222,deg (Long KeyOff),0133685_2020-8-7-21-33-56,,,
Positioning System Longitude at Key ON,vegpsr_phi_ops_longitudekeyon,-77.42650861,deg (Long KeyOn),0133685_2020-8-7-21-33-56,,,
Rear Cross Traffic Alert Customization Current Setting Value at key on,verimr_e_ops_rcta_custstkeyon,2,$0=Setting_Unknown $1=Off $2=On,0133685_2020-8-7-21-33-56,,,
Side Blind Zone Alert Customization Current Setting Value at key on,verimr_e_ops_sbza_custstkeyon,1,$0=Setting_Unknown $1=Off $2=On,0133685_2020-8-7-21-33-56,,,
UTC Day at Key OFF,vegpsr_t_ops_daykeyoff,7,Day,0133685_2020-8-7-21-33-56,,,
UTC Hours at Key OFF,vegpsr_t_ops_hourkeyoff,21,Hour,0133685_2020-8-7-21-33-56,,,
UTC Minutes at Key OFF,vegpsr_t_ops_minkeyoff,33,Minute,0133685_2020-8-7-21-33-56,,,
UTC Month at Key OFF,vegpsr_e_ops_monthkeyoff,8,Month,0133685_2020-8-7-21-33-56,,,
UTC Seconds at Key OFF,vegpsr_t_ops_seckeyoff,56,Second,0133685_2020-8-7-21-33-56,,,
UTC Year at Key OFF,vegpsr_t_ops_yearkeyoff,2020,Year,0133685_2020-8-7-21-33-56,,,
Vehicle Odometer Value at Key OFF,vevspr_l_ops_vehodokeyoff,2559.890625,km (KeyOff),0133685_2020-8-7-21-33-56,,,
Vehicle Odometer Value at Key ON,vevspr_l_ops_vehodokeyon,2554.046875,km (KeyOn),0133685_2020-8-7-21-33-56,,,
Adaptive Cruise Control Setting Type at key on,vefsrr_e_ops_selmodekeyon,0,$0=Manual $1=Auto,0133685_2020-8-8-19-4-55,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0133685_2020-8-8-19-4-55,,,
Counter for vehicle speed 150 kph and greater when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[10],0,(150<),0133685_2020-8-8-19-4-55,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],183,(0-15),0133685_2020-8-8-19-4-55,,,
Counter for vehicle speed within (0-15 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[0],0,(0-15),0133685_2020-8-8-19-4-55,,,
Counter for vehicle speed within (105-120 kph),vavspr_cnt_ops_vehspd[x]_[7],0,(105-120),0133685_2020-8-8-19-4-55,,,
Counter for vehicle speed within (105-120 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[7],0,(105-120),0133685_2020-8-8-19-4-55,,,
Counter for vehicle speed within (120-135 kph),vavspr_cnt_ops_vehspd[x]_[8],0,(120-135),0133685_2020-8-8-19-4-55,,,
Counter for vehicle speed within (120-135 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[8],0,(120-135),0133685_2020-8-8-19-4-55,,,
Counter for vehicle speed within (135-150 kph),vavspr_cnt_ops_vehspd[x]_[9],0,(135-150),0133685_2020-8-8-19-4-55,,,
Counter for vehicle speed within (135-150 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[9],0,(135-150),0133685_2020-8-8-19-4-55,,,
Counter for vehicle speed within (15-30 kph),vavspr_cnt_ops_vehspd[x]_[1],138,(15-30),0133685_2020-8-8-19-4-55,,,
Counter for vehicle speed within (15-30 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[1],0,(15-30),0133685_2020-8-8-19-4-55,,,
Counter for vehicle speed within (30-45 kph),vavspr_cnt_ops_vehspd[x]_[2],388,(30-45),0133685_2020-8-8-19-4-55,,,
Counter for vehicle speed within (30-45 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[2],0,(30-45),0133685_2020-8-8-19-4-55,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],196,(45-60),0133685_2020-8-8-19-4-55,,,
Counter for vehicle speed within (45-60 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[3],0,(45-60),0133685_2020-8-8-19-4-55,,,
Counter for vehicle speed within (60-75 kph),vavspr_cnt_ops_vehspd[x]_[4],36,(60-75),0133685_2020-8-8-19-4-55,,,
Counter for vehicle speed within (60-75 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[4],0,(60-75),0133685_2020-8-8-19-4-55,,,
Counter for vehicle speed within (75-90 kph),vavspr_cnt_ops_vehspd[x]_[5],0,(75-90),0133685_2020-8-8-19-4-55,,,
Counter for vehicle speed within (75-90 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[5],0,(75-90),0133685_2020-8-8-19-4-55,,,
Counter for vehicle speed within (90-105 kph),vavspr_cnt_ops_vehspd[x]_[6],0,(90-105),0133685_2020-8-8-19-4-55,,,
Counter for vehicle speed within (90-105 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[6],0,(90-105),0133685_2020-8-8-19-4-55,,,
Counter of vehicle movement state at (Forward),vavdyr_cnt_ops_vehmotionstate[x]_[2],1351,Forward,0133685_2020-8-8-19-4-55,,,
Counter of vehicle movement state at (Invalid),vavdyr_cnt_ops_vehmotionstate[x]_[4],0,Invalid,0133685_2020-8-8-19-4-55,,,
Counter of vehicle movement state at (Neutral),vavdyr_cnt_ops_vehmotionstate[x]_[1],1,Neutral,0133685_2020-8-8-19-4-55,,,
Counter of vehicle movement state at (Parked),vavdyr_cnt_ops_vehmotionstate[x]_[0],159,Parked,0133685_2020-8-8-19-4-55,,,
Counter of vehicle movement state at (Reverse),vavdyr_cnt_ops_vehmotionstate[x]_[3],22,Reversed,0133685_2020-8-8-19-4-55,,,
Driver Alert Type Customization Current Setting value at key on,venvar_e_ops_alrtdrvrslctdkeyon,2,$0 = SettingUnknow $1 = Chime $2 = Seat,0133685_2020-8-8-19-4-55,,,
Forward Collision Alert Gap Setting at key on,vefimr_e_ops_fca_gapsetkeyon,0,$0 = Far $1 = Medium $2 = Near $3 = Off $4 = Unknown $5=Faulted,0133685_2020-8-8-19-4-55,,,
Forward Impact Mitigation Operation Select Customization Current Setting Value at key on,vefimr_e_ops_cps_cursetkeyon,3,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,0133685_2020-8-8-19-4-55,,,
Front PCM Response Type Customization Current Setting Value at key on,vepcmr_e_ops_cursetvaluekeyon,3,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,0133685_2020-8-8-19-4-55,,,
Go Notifier Customization Current Setting Value at key on,vefsrr_e_ops_gonocustomkeyon,2,$0=SettingUnknown $1=Off $2=On,0133685_2020-8-8-19-4-55,,,
Lane Change Alert Customization Current Setting Value at key on,verimr_e_ops_lca_custstkeyon,2,$0=Setting_Unknown $1=Off $2=On,0133685_2020-8-8-19-4-55,,,
Lateral Assist Customer Selection Status at key on,veldfr_e_ops_ltrlasststkeyon,0,$0 = Off $1 = LDW $2 = LKA $3 = HoLF,0133685_2020-8-8-19-4-55,,,
Outside Air Temperature Key OFF,veoatr_t_ops_tempkeyoff,32.34375,deg C (KeyOff),0133685_2020-8-8-19-4-55,,,
Outside Air Temperature Key ON,veoatr_t_ops_tempkeyon,32.34375,deg C (KeyOn),0133685_2020-8-8-19-4-55,,,
Outside Air Temperature Max,veoatr_t_maxtempthiskeyon,33.328125,deg C (Max),0133685_2020-8-8-19-4-55,,,
Outside Air Temperature Min,veoatr_t_mintempthiskeyon,32.34375,deg C (Min),0133685_2020-8-8-19-4-55,,,
Positioning System Latitude at Key OFF,vegpsr_phi_ops_latitudekeyoff,38.46817306,deg (Lat KeyOff),0133685_2020-8-8-19-4-55,,,
Positioning System Latitude at Key ON,vegpsr_phi_ops_latitudekeyon,38.46817389,deg (Lat KeyOn),0133685_2020-8-8-19-4-55,,,
Positioning System Longitude at Key OFF,vegpsr_phi_ops_longitudekeyoff,-77.38071139,deg (Long KeyOff),0133685_2020-8-8-19-4-55,,,
Positioning System Longitude at Key ON,vegpsr_phi_ops_longitudekeyon,-77.38070639,deg (Long KeyOn),0133685_2020-8-8-19-4-55,,,
Rear Cross Traffic Alert Customization Current Setting Value at key on,verimr_e_ops_rcta_custstkeyon,2,$0=Setting_Unknown $1=Off $2=On,0133685_2020-8-8-19-4-55,,,
Side Blind Zone Alert Customization Current Setting Value at key on,verimr_e_ops_sbza_custstkeyon,1,$0=Setting_Unknown $1=Off $2=On,0133685_2020-8-8-19-4-55,,,
UTC Day at Key OFF,vegpsr_t_ops_daykeyoff,8,Day,0133685_2020-8-8-19-4-55,,,
UTC Hours at Key OFF,vegpsr_t_ops_hourkeyoff,19,Hour,0133685_2020-8-8-19-4-55,,,
UTC Minutes at Key OFF,vegpsr_t_ops_minkeyoff,4,Minute,0133685_2020-8-8-19-4-55,,,
UTC Month at Key OFF,vegpsr_e_ops_monthkeyoff,8,Month,0133685_2020-8-8-19-4-55,,,
UTC Seconds at Key OFF,vegpsr_t_ops_seckeyoff,55,Second,0133685_2020-8-8-19-4-55,,,
UTC Year at Key OFF,vegpsr_t_ops_yearkeyoff,2020,Year,0133685_2020-8-8-19-4-55,,,
Vehicle Odometer Value at Key OFF,vevspr_l_ops_vehodokeyoff,2579.40625,km (KeyOff),0133685_2020-8-8-19-4-55,,,
Vehicle Odometer Value at Key ON,vevspr_l_ops_vehodokeyon,2570.5625,km (KeyOn),0133685_2020-8-8-19-4-55,,,
Adaptive Cruise Control Setting Type at key on,vefsrr_e_ops_selmodekeyon,0,$0=Manual $1=Auto,0133685_2020-8-8-20-42-58,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0133685_2020-8-8-20-42-58,,,
Counter for vehicle speed 150 kph and greater when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[10],0,(150<),0133685_2020-8-8-20-42-58,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],51,(0-15),0133685_2020-8-8-20-42-58,,,
Counter for vehicle speed within (0-15 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[0],0,(0-15),0133685_2020-8-8-20-42-58,,,
Counter for vehicle speed within (105-120 kph),vavspr_cnt_ops_vehspd[x]_[7],0,(105-120),0133685_2020-8-8-20-42-58,,,
Counter for vehicle speed within (105-120 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[7],0,(105-120),0133685_2020-8-8-20-42-58,,,
Counter for vehicle speed within (120-135 kph),vavspr_cnt_ops_vehspd[x]_[8],0,(120-135),0133685_2020-8-8-20-42-58,,,
Counter for vehicle speed within (120-135 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[8],0,(120-135),0133685_2020-8-8-20-42-58,,,
Counter for vehicle speed within (135-150 kph),vavspr_cnt_ops_vehspd[x]_[9],0,(135-150),0133685_2020-8-8-20-42-58,,,
Counter for vehicle speed within (135-150 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[9],0,(135-150),0133685_2020-8-8-20-42-58,,,
Counter for vehicle speed within (15-30 kph),vavspr_cnt_ops_vehspd[x]_[1],61,(15-30),0133685_2020-8-8-20-42-58,,,
Counter for vehicle speed within (15-30 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[1],0,(15-30),0133685_2020-8-8-20-42-58,,,
Counter for vehicle speed within (30-45 kph),vavspr_cnt_ops_vehspd[x]_[2],155,(30-45),0133685_2020-8-8-20-42-58,,,
Counter for vehicle speed within (30-45 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[2],0,(30-45),0133685_2020-8-8-20-42-58,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],108,(45-60),0133685_2020-8-8-20-42-58,,,
Counter for vehicle speed within (45-60 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[3],0,(45-60),0133685_2020-8-8-20-42-58,,,
Counter for vehicle speed within (60-75 kph),vavspr_cnt_ops_vehspd[x]_[4],0,(60-75),0133685_2020-8-8-20-42-58,,,
Counter for vehicle speed within (60-75 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[4],0,(60-75),0133685_2020-8-8-20-42-58,,,
Counter for vehicle speed within (75-90 kph),vavspr_cnt_ops_vehspd[x]_[5],0,(75-90),0133685_2020-8-8-20-42-58,,,
Counter for vehicle speed within (75-90 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[5],0,(75-90),0133685_2020-8-8-20-42-58,,,
Counter for vehicle speed within (90-105 kph),vavspr_cnt_ops_vehspd[x]_[6],0,(90-105),0133685_2020-8-8-20-42-58,,,
Counter for vehicle speed within (90-105 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[6],0,(90-105),0133685_2020-8-8-20-42-58,,,
Counter of vehicle movement state at (Forward),vavdyr_cnt_ops_vehmotionstate[x]_[2],384,Forward,0133685_2020-8-8-20-42-58,,,
Counter of vehicle movement state at (Invalid),vavdyr_cnt_ops_vehmotionstate[x]_[4],0,Invalid,0133685_2020-8-8-20-42-58,,,
Counter of vehicle movement state at (Neutral),vavdyr_cnt_ops_vehmotionstate[x]_[1],0,Neutral,0133685_2020-8-8-20-42-58,,,
Counter of vehicle movement state at (Parked),vavdyr_cnt_ops_vehmotionstate[x]_[0],66,Parked,0133685_2020-8-8-20-42-58,,,
Counter of vehicle movement state at (Reverse),vavdyr_cnt_ops_vehmotionstate[x]_[3],0,Reversed,0133685_2020-8-8-20-42-58,,,
Driver Alert Type Customization Current Setting value at key on,venvar_e_ops_alrtdrvrslctdkeyon,2,$0 = SettingUnknow $1 = Chime $2 = Seat,0133685_2020-8-8-20-42-58,,,
Forward Collision Alert Gap Setting at key on,vefimr_e_ops_fca_gapsetkeyon,0,$0 = Far $1 = Medium $2 = Near $3 = Off $4 = Unknown $5=Faulted,0133685_2020-8-8-20-42-58,,,
Forward Impact Mitigation Operation Select Customization Current Setting Value at key on,vefimr_e_ops_cps_cursetkeyon,3,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,0133685_2020-8-8-20-42-58,,,
Front PCM Response Type Customization Current Setting Value at key on,vepcmr_e_ops_cursetvaluekeyon,3,$0 = SettingUnknown $1 = Off $2 = Alert $3 = Alert_Brake $4 = Alert_Brake_Steer,0133685_2020-8-8-20-42-58,,,
Go Notifier Customization Current Setting Value at key on,vefsrr_e_ops_gonocustomkeyon,2,$0=SettingUnknown $1=Off $2=On,0133685_2020-8-8-20-42-58,,,
Lane Change Alert Customization Current Setting Value at key on,verimr_e_ops_lca_custstkeyon,2,$0=Setting_Unknown $1=Off $2=On,0133685_2020-8-8-20-42-58,,,
Lateral Assist Customer Selection Status at key on,veldfr_e_ops_ltrlasststkeyon,0,$0 = Off $1 = LDW $2 = LKA $3 = HoLF,0133685_2020-8-8-20-42-58,,,
Outside Air Temperature Key OFF,veoatr_t_ops_tempkeyoff,31.359375,deg C (KeyOff),0133685_2020-8-8-20-42-58,,,
Outside Air Temperature Key ON,veoatr_t_ops_tempkeyon,32.34375,deg C (KeyOn),0133685_2020-8-8-20-42-58,,,
Outside Air Temperature Max,veoatr_t_maxtempthiskeyon,33.328125,deg C (Max),0133685_2020-8-8-20-42-58,,,
Outside Air Temperature Min,veoatr_t_mintempthiskeyon,31.359375,deg C (Min),0133685_2020-8-8-20-42-58,,,
Positioning System Latitude at Key OFF,vegpsr_phi_ops_latitudekeyoff,38.46068694,deg (Lat KeyOff),0133685_2020-8-8-20-42-58,,,
Positioning System Latitude at Key ON,vegpsr_phi_ops_latitudekeyon,38.46817306,deg (Lat KeyOn),0133685_2020-8-8-20-42-58,,,
Positioning System Longitude at Key OFF,vegpsr_phi_ops_longitudekeyoff,-77.40597528,deg (Long KeyOff),0133685_2020-8-8-20-42-58,,,
Positioning System Longitude at Key ON,vegpsr_phi_ops_longitudekeyon,-77.38071139,deg (Long KeyOn),0133685_2020-8-8-20-42-58,,,
Rear Cross Traffic Alert Customization Current Setting Value at key on,verimr_e_ops_rcta_custstkeyon,2,$0=Setting_Unknown $1=Off $2=On,0133685_2020-8-8-20-42-58,,,
Side Blind Zone Alert Customization Current Setting Value at key on,verimr_e_ops_sbza_custstkeyon,1,$0=Setting_Unknown $1=Off $2=On,0133685_2020-8-8-20-42-58,,,
UTC Day at Key OFF,vegpsr_t_ops_daykeyoff,8,Day,0133685_2020-8-8-20-42-58,,,
UTC Hours at Key OFF,vegpsr_t_ops_hourkeyoff,20,Hour,0133685_2020-8-8-20-42-58,,,
UTC Minutes at Key OFF,vegpsr_t_ops_minkeyoff,42,Minute,0133685_2020-8-8-20-42-58,,,
UTC Month at Key OFF,vegpsr_e_ops_monthkeyoff,8,Month,0133685_2020-8-8-20-42-58,,,
UTC Seconds at Key OFF,vegpsr_t_ops_seckeyoff,58,Second,0133685_2020-8-8-20-42-58,,,
UTC Year at Key OFF,vegpsr_t_ops_yearkeyoff,2020,Year,0133685_2020-8-8-20-42-58,,,
Vehicle Odometer Value at Key OFF,vevspr_l_ops_vehodokeyoff,2583.078125,km (KeyOff),0133685_2020-8-8-20-42-58,,,
Vehicle Odometer Value at Key ON,vevspr_l_ops_vehodokeyon,2579.40625,km (KeyOn),0133685_2020-8-8-20-42-58,,,
Adaptive Cruise Control Setting Type at key on,vefsrr_e_ops_selmodekeyon,0,$0=Manual $1=Auto,0133685_2020-8-9-20-4-27,,,
Counter for vehicle speed 150 kph and greater,vavspr_cnt_ops_vehspd[x]_[10],0,(150<),0133685_2020-8-9-20-4-27,,,
Counter for vehicle speed 150 kph and greater when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[10],0,(150<),0133685_2020-8-9-20-4-27,,,
Counter for vehicle speed within (0-15 kph),vavspr_cnt_ops_vehspd[x]_[0],97,(0-15),0133685_2020-8-9-20-4-27,,,
Counter for vehicle speed within (0-15 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[0],0,(0-15),0133685_2020-8-9-20-4-27,,,
Counter for vehicle speed within (105-120 kph),vavspr_cnt_ops_vehspd[x]_[7],0,(105-120),0133685_2020-8-9-20-4-27,,,
Counter for vehicle speed within (105-120 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[7],0,(105-120),0133685_2020-8-9-20-4-27,,,
Counter for vehicle speed within (120-135 kph),vavspr_cnt_ops_vehspd[x]_[8],0,(120-135),0133685_2020-8-9-20-4-27,,,
Counter for vehicle speed within (120-135 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[8],0,(120-135),0133685_2020-8-9-20-4-27,,,
Counter for vehicle speed within (135-150 kph),vavspr_cnt_ops_vehspd[x]_[9],0,(135-150),0133685_2020-8-9-20-4-27,,,
Counter for vehicle speed within (135-150 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[9],0,(135-150),0133685_2020-8-9-20-4-27,,,
Counter for vehicle speed within (15-30 kph),vavspr_cnt_ops_vehspd[x]_[1],59,(15-30),0133685_2020-8-9-20-4-27,,,
Counter for vehicle speed within (15-30 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[1],0,(15-30),0133685_2020-8-9-20-4-27,,,
Counter for vehicle speed within (30-45 kph),vavspr_cnt_ops_vehspd[x]_[2],163,(30-45),0133685_2020-8-9-20-4-27,,,
Counter for vehicle speed within (30-45 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[2],0,(30-45),0133685_2020-8-9-20-4-27,,,
Counter for vehicle speed within (45-60 kph),vavspr_cnt_ops_vehspd[x]_[3],246,(45-60),0133685_2020-8-9-20-4-27,,,
Counter for vehicle speed within (45-60 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[3],0,(45-60),0133685_2020-8-9-20-4-27,,,
Counter for vehicle speed within (60-75 kph),vavspr_cnt_ops_vehspd[x]_[4],17,(60-75),0133685_2020-8-9-20-4-27,,,
Counter for vehicle speed within (60-75 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[4],0,(60-75),0133685_2020-8-9-20-4-27,,,
Counter for vehicle speed within (75-90 kph),vavspr_cnt_ops_vehspd[x]_[5],0,(75-90),0133685_2020-8-9-20-4-27,,,
Counter for vehicle speed within (75-90 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[5],0,(75-90),0133685_2020-8-9-20-4-27,,,
Counter for vehicle speed within (90-105 kph),vavspr_cnt_ops_vehspd[x]_[6],0,(90-105),0133685_2020-8-9-20-4-27,,,
Counter for vehicle speed within (90-105 kph) when the windshield wiper is activated,vawswr_cnt_ops_vehspdwdshldactv[x]_[6],0,(90-105),0133685_2020-8-9-20-4-27,,,
Counter of vehicle movement state at (Forward),vavdyr_cnt_ops_vehmotionstate[x]_[2],713,Forward,0133685_2020-8-9-20-4-27,,,
